enable_astar_fallback,enable_confidence_fallback,fallback_confidence_threshold,fallback_min_step,fallback_no_progress_patience,fallback_max_calls,model_type,samples,path_validity,exact_match,step_accuracy,optimality_gap_mean,optimality_gap_p95,success_under_1_5x,path_length_ratio_mean,astar_ms_per_query,policy_ms_per_query,speedup_astar_over_policy,speedup_policy_over_astar,stage,score
True,False,0.33999999999999997,7,2,1,cnn_large,120.0,1.0,0.825,nan,0.058182488807488796,0.30897435897435893,0.9833333333333333,1.0581824888074889,0.17392166749535437,39.339560001341546,0.00442103743634711,226.1912536135979,refine,1111.996886665996
True,False,0.33999999999999997,9,0,1,cnn_large,120.0,1.0,0.825,nan,0.058182488807488796,0.30897435897435893,0.9833333333333333,1.0581824888074889,0.16836999808826172,39.59658666620574,0.004252134142460301,235.17602373226077,refine,1111.8683733335638
True,False,0.33999999999999997,9,2,1,cnn_large,120.0,1.0,0.825,nan,0.058182488807488796,0.30897435897435893,0.9833333333333333,1.0581824888074889,0.16715499975058873,39.75472083305552,0.00420465786824496,237.8314791204174,refine,1111.789306250139
True,False,0.36,7,0,1,cnn_large,120.0,1.0,0.825,nan,0.058182488807488796,0.30897435897435893,0.9833333333333333,1.0581824888074889,0.1648641652233588,39.4546958329253,0.004178568906512217,239.31638376036344,refine,1111.9393187502042
True,False,0.36,7,2,1,cnn_large,120.0,1.0,0.825,nan,0.058182488807488796,0.30897435897435893,0.9833333333333333,1.0581824888074889,0.17311833435087465,39.35351999995571,0.0043990559002363575,227.32150322215068,refine,1111.989906666689
True,False,0.36,9,0,1,cnn_large,120.0,1.0,0.825,nan,0.058182488807488796,0.30897435897435893,0.9833333333333333,1.0581824888074889,0.16881249709210047,39.79843500079975,0.004241686817300936,235.75526508020658,refine,1111.767449166267
True,False,0.36,9,2,1,cnn_large,120.0,1.0,0.825,nan,0.058182488807488796,0.30897435897435893,0.9833333333333333,1.0581824888074889,0.16984083170730932,39.211619999938804,0.004331390330406507,230.8727507146992,refine,1112.0608566666974
True,False,0.38,7,0,1,cnn_large,120.0,1.0,0.825,nan,0.058182488807488796,0.30897435897435893,0.9833333333333333,1.0581824888074889,0.19118333414856656,41.90362333320081,0.004562453528859625,219.1803146431056,refine,1110.7148550000663
True,False,0.38,7,2,1,cnn_large,120.0,1.0,0.825,nan,0.058182488807488796,0.30897435897435893,0.9833333333333333,1.0581824888074889,0.16600250019109808,39.391155000339495,0.0042142074836258895,237.292540503868,refine,1111.971089166497
True,False,0.38,9,0,1,cnn_large,120.0,1.0,0.825,nan,0.058182488807488796,0.30897435897435893,0.9833333333333333,1.0581824888074889,0.16796583392230482,39.66896583200044,0.004234187365348682,236.172826971168,refine,1111.8321837506664
True,False,0.38,9,2,1,cnn_large,120.0,1.0,0.825,nan,0.058182488807488796,0.30897435897435893,0.9833333333333333,1.0581824888074889,0.17109916613359624,39.158010834701905,0.004369454997493586,228.86149429931686,refine,1112.0876612493157
