scenario,strength,model_type,samples,path_validity,exact_match,step_accuracy,optimality_gap_mean,optimality_gap_p95,success_under_1_5x,path_length_ratio_mean,astar_ms_per_query,policy_ms_per_query,speedup_astar_over_policy,speedup_policy_over_astar
clean,0,cnn_large,240.0,1.0,0.8375,nan,0.045957850020350015,0.30897435897435854,0.9791666666666666,1.0459578500203501,0.20135124844576544,63.2167450004393,0.0031850935767788456,313.9625181786093
corridor_block,1,cnn_large,240.0,0.9875,0.7583333333333333,nan,0.08494626564246818,0.5076923076923072,0.9493670886075949,1.084946265642468,0.2263704183860682,83.73544458324128,0.002703400208988366,369.90453602657965
corridor_block,2,cnn_large,240.0,0.975,0.7083333333333334,nan,0.09914227510381356,0.6878787878787875,0.9316239316239316,1.0991422751038136,0.24018708306054273,86.7406670832376,0.002769025085200875,361.1379345548458
corridor_block,3,cnn_large,240.0,0.9708333333333333,0.6708333333333333,nan,0.17012652345270368,1.0,0.8884120171673819,1.1701265234527036,0.22583666747474734,49.43425458222919,0.004568424655803993,218.89383657220694
